orden_compra,id_tiempo,mes,id_cultivo,id_proveedor,canal_reventa,hectareas_contratadas,volumen_comprado_ton,precio_compra_usd_ton,precio_reventa_usd_ton,costo_total_usd,ingreso_reventa_usd,margen_bruto_usd,merma_pct
OC-2013-01136,2013,7,7,27,Industria procesadora,172.2,275.13,431.67,510.28,118765.37,140393.34,21627.97,3.6
OC-2013-01137,2013,2,7,32,Mayoristas locales,212.2,334.58,386.55,441.03,129331.9,147559.82,18227.92,4.9
OC-2013-01138,2013,12,7,11,Mayoristas locales,133.4,206.0,426.06,494.63,87768.36,101893.78,14125.42,6.9
OC-2013-01139,2013,10,7,8,Supermercados,87.0,138.69,381.11,423.62,52856.15,58751.86,5895.71,3.9
OC-2013-01140,2013,11,7,7,Industria procesadora,153.5,242.58,420.02,491.55,101888.45,119240.2,17351.75,4.7
OC-2014-01141,2014,5,7,35,Mercado de exportación,173.5,204.3,398.4,452.47,81393.12,92439.62,11046.5,4.5
OC-2014-01142,2014,12,7,32,Industria procesadora,178.6,204.46,419.43,484.54,85756.66,99069.05,13312.39,7.1
OC-2014-01143,2014,3,7,14,Mayoristas locales,177.9,212.68,406.0,453.6,86348.08,96471.65,10123.57,3.0
OC-2014-01144,2014,10,7,16,Industria procesadora,75.5,87.49,393.05,448.55,34387.94,39243.64,4855.7,6.0
OC-2014-01145,2014,7,7,33,Industria procesadora,83.3,99.69,398.85,441.05,39761.36,43968.27,4206.91,2.9
OC-2015-01146,2015,12,7,36,Industria procesadora,20.2,27.8,430.38,491.26,11964.56,13657.03,1692.47,5.4
OC-2015-01147,2015,2,7,9,Industria procesadora,180.6,251.33,381.42,433.89,95862.29,109049.57,13187.28,4.3
OC-2015-01148,2015,2,7,37,Industria procesadora,32.1,44.93,410.68,475.93,18451.85,21383.53,2931.68,3.8
OC-2016-01149,2016,5,7,2,Supermercados,206.0,314.81,406.96,457.01,128115.08,143871.32,15756.24,3.9
OC-2016-01150,2016,12,7,33,Mayoristas locales,97.8,142.77,436.32,508.35,62293.41,72577.13,10283.72,8.2
OC-2016-01151,2016,8,7,13,Supermercados,40.4,58.98,421.78,493.54,24876.58,29108.99,4232.41,8.1
OC-2016-01152,2016,7,7,21,Industria procesadora,129.2,189.53,382.52,434.74,72499.02,82396.27,9897.25,7.7
OC-2016-01153,2016,10,7,12,Mercado de exportación,116.2,171.11,417.96,489.37,71517.14,83736.1,12218.96,7.4
OC-2016-01154,2016,12,7,1,Mayoristas locales,67.6,98.87,379.9,440.85,37560.71,43586.84,6026.13,8.0
OC-2017-01155,2017,9,7,34,Mayoristas locales,210.3,251.64,422.33,468.58,106275.12,117913.47,11638.35,4.2
OC-2017-01156,2017,6,7,10,Supermercados,154.8,182.51,396.12,446.41,72295.86,81474.29,9178.43,5.7
OC-2017-01157,2017,12,7,31,Industria procesadora,169.7,196.83,425.25,493.6,83701.96,97155.29,13453.33,7.1
OC-2018-01158,2018,9,7,33,Supermercados,216.8,219.76,415.1,480.63,91222.38,105623.25,14400.87,8.0
OC-2018-01159,2018,3,7,31,Industria procesadora,219.1,220.64,398.36,469.03,87894.15,103486.78,15592.63,8.6
OC-2018-01160,2018,12,7,23,Industria procesadora,138.2,142.68,432.67,485.58,61733.36,69282.55,7549.19,6.4
OC-2019-01161,2019,12,7,9,Industria procesadora,54.7,77.28,420.48,498.05,32494.69,38489.3,5994.61,3.4
OC-2019-01162,2019,6,7,29,Supermercados,67.3,96.34,430.27,486.14,41452.21,46834.73,5382.52,2.0
OC-2019-01163,2019,10,7,15,Industria procesadora,30.6,40.81,431.4,480.64,17605.43,19614.92,2009.49,8.7
OC-2019-01164,2019,5,7,23,Mercado de exportación,117.0,160.74,397.52,466.67,63897.36,75012.54,11115.18,6.0
OC-2020-01165,2020,6,7,6,Mayoristas locales,47.5,61.4,399.95,457.78,24556.93,28107.69,3550.76,6.6
OC-2020-01166,2020,2,7,11,Supermercados,215.1,279.07,392.08,462.63,109417.77,129106.15,19688.38,6.3
OC-2020-01167,2020,1,7,33,Industria procesadora,129.2,170.94,405.37,470.48,69293.95,80423.85,11129.9,4.4
OC-2020-01168,2020,7,7,35,Industria procesadora,20.5,25.86,396.32,466.35,10248.84,12059.81,1810.97,8.7
OC-2020-01169,2020,7,7,20,Industria procesadora,32.6,42.54,392.49,465.18,16696.52,19788.76,3092.24,5.6
OC-2020-01170,2020,9,7,7,Supermercados,159.7,205.93,414.64,490.61,85386.82,101031.32,15644.5,6.8
OC-2020-01171,2020,1,7,25,Supermercados,182.3,245.83,386.02,452.36,94895.3,111203.66,16308.36,2.6
OC-2021-01172,2021,12,7,35,Mayoristas locales,173.4,171.67,452.83,536.26,77737.33,92059.75,14322.42,7.2
OC-2021-01173,2021,5,7,25,Mercado de exportación,169.8,170.3,418.65,484.75,71296.1,82552.92,11256.82,6.1
OC-2021-01174,2021,2,7,8,Industria procesadora,176.7,173.93,444.07,525.63,77237.1,91422.83,14185.73,7.8
OC-2021-01175,2021,5,7,22,Supermercados,89.6,93.18,426.63,472.97,39753.38,44071.34,4317.96,2.6
OC-2021-01176,2021,6,7,23,Industria procesadora,172.2,177.93,463.56,521.92,82481.23,92865.23,10384.0,3.2
OC-2021-01177,2021,1,7,40,Mayoristas locales,190.0,185.02,455.65,538.41,84304.36,99616.62,15312.26,8.8
OC-2022-01178,2022,1,7,13,Supermercados,65.4,84.81,425.01,477.93,36045.1,40533.24,4488.14,2.6
OC-2022-01179,2022,5,7,12,Mercado de exportación,137.3,170.27,420.62,467.03,71618.97,79521.2,7902.23,6.9
OC-2022-01180,2022,7,7,21,Industria procesadora,160.2,194.75,416.32,487.76,81078.32,94991.26,13912.94,8.7
OC-2022-01181,2022,6,7,25,Supermercados,111.2,143.9,408.06,458.26,58719.83,65943.61,7223.78,2.8
OC-2022-01182,2022,1,7,37,Industria procesadora,220.0,267.36,412.95,478.55,110406.31,127945.13,17538.82,8.7
OC-2022-01183,2022,10,7,30,Industria procesadora,113.9,141.33,407.14,469.49,57541.1,66353.02,8811.92,6.9
OC-2023-01184,2023,8,7,28,Mercado de exportación,86.4,126.99,388.29,453.67,49308.95,57611.55,8302.6,2.9
OC-2023-01185,2023,10,7,23,Industria procesadora,218.1,301.28,411.26,469.75,123904.41,141526.28,17621.87,8.7
OC-2023-01186,2023,11,7,35,Industria procesadora,173.7,242.95,412.94,475.71,100323.77,115573.74,15249.97,7.6
OC-2023-01187,2023,7,7,16,Industria procesadora,111.5,157.42,432.82,502.86,68134.52,79160.22,11025.7,6.7
OC-2023-01188,2023,10,7,36,Mercado de exportación,80.3,110.87,432.29,501.67,47927.99,55620.15,7692.16,8.8
OC-2023-01189,2023,7,7,20,Supermercados,128.6,178.45,409.93,453.94,73152.01,81005.59,7853.58,8.3
OC-2023-01190,2023,9,7,23,Supermercados,161.2,223.9,384.0,426.43,85977.6,95477.68,9500.08,8.2
OC-1990-01191,1990,4,8,36,Supermercados,195.6,1062.57,269.67,324.62,286543.25,344931.47,58388.22,8.7
OC-1990-01192,1990,5,8,24,Mercado de exportación,100.0,546.72,256.18,313.29,140058.73,171281.91,31223.18,8.1
OC-1990-01193,1990,1,8,16,Supermercados,70.9,409.01,264.84,314.69,108322.21,128711.36,20389.15,3.1
OC-1990-01194,1990,11,8,39,Mercado de exportación,210.7,1171.38,282.72,324.46,331172.55,380065.95,48893.4,6.6
OC-1990-01195,1990,5,8,4,Mayoristas locales,214.8,1248.42,278.24,338.92,347360.38,423114.51,75754.13,2.4
OC-1990-01196,1990,3,8,9,Industria procesadora,53.4,302.19,275.68,344.77,83307.74,104186.05,20878.31,4.9
OC-1991-01197,1991,12,8,15,Supermercados,207.6,502.43,283.24,344.51,142308.27,173092.16,30783.89,8.9
OC-1991-01198,1991,3,8,2,Mercado de exportación,150.2,383.21,274.96,315.85,105367.42,121036.88,15669.46,4.0
OC-1991-01199,1991,2,8,8,Mayoristas locales,124.6,320.69,285.06,350.28,91415.89,112331.29,20915.4,3.1
OC-1991-01200,1991,1,8,26,Supermercados,47.5,123.38,264.54,307.11,32638.95,37891.23,5252.28,2.2
OC-1991-01201,1991,3,8,24,Industria procesadora,172.7,439.26,288.15,363.17,126572.77,159526.05,32953.28,4.3
OC-1991-01202,1991,5,8,7,Industria procesadora,149.1,360.46,273.8,322.04,98693.95,116082.54,17388.59,9.0
OC-1992-01203,1992,2,8,31,Supermercados,45.3,118.87,280.18,346.47,33305.0,41184.89,7879.89,8.4
OC-1992-01204,1992,7,8,19,Mayoristas locales,97.1,269.97,276.15,331.76,74552.22,89565.25,15013.03,3.0
OC-1992-01205,1992,6,8,18,Industria procesadora,97.7,267.13,271.25,322.57,72459.01,86168.12,13709.11,4.6
OC-1992-01206,1992,6,8,11,Industria procesadora,151.5,410.6,269.97,329.0,110849.68,135087.4,24237.72,5.4
OC-1992-01207,1992,2,8,24,Mayoristas locales,142.7,396.83,286.35,360.6,113632.27,143096.9,29464.63,3.0
OC-1993-01208,1993,10,8,30,Industria procesadora,217.1,728.33,266.14,311.73,193837.75,227042.31,33204.56,7.5
OC-1993-01209,1993,1,8,23,Supermercados,128.6,442.04,272.25,329.9,120345.39,145829.0,25483.61,5.3
OC-1993-01210,1993,2,8,34,Supermercados,39.1,134.5,279.09,340.92,37537.6,45853.74,8316.14,5.3
OC-1993-01211,1993,7,8,16,Industria procesadora,27.7,96.06,276.81,343.76,26590.37,33021.59,6431.22,4.5
OC-1994-01212,1994,1,8,31,Industria procesadora,29.5,139.34,256.12,306.23,35687.76,42670.09,6982.33,3.6
OC-1994-01213,1994,3,8,24,Mayoristas locales,121.4,565.07,284.65,333.06,160847.18,188202.21,27355.03,4.9
OC-1994-01214,1994,1,8,5,Mercado de exportación,75.8,355.42,275.25,317.91,97829.36,112991.57,15162.21,4.2
OC-1994-01215,1994,7,8,16,Industria procesadora,86.3,408.31,270.9,330.42,110611.18,134913.79,24302.61,3.3
OC-1994-01216,1994,1,8,31,Mercado de exportación,34.5,155.19,264.71,319.43,41080.34,49572.34,8492.0,8.0
OC-1994-01217,1994,5,8,1,Supermercados,54.1,258.56,274.68,335.19,71021.26,86666.73,15645.47,2.4
OC-1994-01218,1994,9,8,23,Mercado de exportación,174.5,831.38,254.81,320.17,211843.94,266182.93,54338.99,2.7
OC-1995-01219,1995,7,8,38,Supermercados,52.0,179.46,270.78,319.53,48594.18,57342.85,8748.67,2.2
OC-1995-01220,1995,7,8,37,Mayoristas locales,32.4,110.0,254.39,295.11,27982.9,32462.1,4479.2,3.6
OC-1995-01221,1995,6,8,40,Mayoristas locales,77.2,257.34,264.19,331.0,67986.65,85179.54,17192.89,5.5
OC-1995-01222,1995,8,8,5,Industria procesadora,98.5,334.6,273.28,320.96,91439.49,107393.22,15953.73,3.7
OC-1995-01223,1995,10,8,4,Supermercados,46.7,153.42,254.54,311.89,39051.53,47850.16,8798.63,6.9
OC-1995-01224,1995,7,8,19,Industria procesadora,200.2,681.13,288.25,358.72,196335.72,244334.95,47999.23,3.5
OC-1996-01225,1996,4,8,12,Industria procesadora,31.0,110.53,266.65,331.9,29472.82,36684.91,7212.09,2.2
OC-1996-01226,1996,3,8,3,Mercado de exportación,129.0,440.87,277.81,330.57,122478.09,145738.4,23260.31,6.2
OC-1996-01227,1996,8,8,7,Industria procesadora,131.0,453.3,271.71,340.44,123166.14,154321.45,31155.31,5.0
OC-1996-01228,1996,4,8,33,Mayoristas locales,22.6,80.48,253.99,309.93,20441.12,24943.17,4502.05,2.4
OC-1996-01229,1996,4,8,9,Supermercados,98.3,330.79,270.8,323.59,89577.93,107040.34,17462.41,7.6
OC-1997-01230,1997,6,8,40,Mayoristas locales,162.4,612.91,260.62,326.99,159736.6,200415.44,40678.84,2.6
OC-1997-01231,1997,6,8,22,Industria procesadora,135.4,480.57,284.44,358.32,136693.33,172197.84,35504.51,8.4
OC-1997-01232,1997,10,8,12,Supermercados,189.0,688.19,285.49,349.64,196471.36,240618.75,44147.39,6.0
OC-1997-01233,1997,6,8,2,Mercado de exportación,15.0,53.23,289.87,333.78,15429.78,17767.11,2337.33,8.7
OC-1998-01234,1998,5,8,38,Supermercados,110.1,188.2,284.19,358.06,53484.56,67386.89,13902.33,2.8
OC-1998-01235,1998,6,8,34,Supermercados,209.0,357.71,274.48,339.99,98184.24,121617.82,23433.58,2.7
OC-1998-01236,1998,3,8,16,Mayoristas locales,118.6,200.26,298.97,370.29,59871.73,74154.28,14282.55,4.0
OC-1998-01237,1998,1,8,28,Supermercados,156.2,255.97,279.22,351.39,71471.94,89945.3,18473.36,6.9
OC-1998-01238,1998,12,8,19,Industria procesadora,177.5,288.82,299.81,352.83,86591.12,101904.36,15313.24,7.5
OC-1999-01239,1999,11,8,8,Mayoristas locales,61.9,332.46,270.86,334.91,90050.12,111344.18,21294.06,5.3
OC-1999-01240,1999,8,8,13,Mayoristas locales,67.6,362.49,286.93,344.71,104009.26,124953.93,20944.67,5.6
OC-1999-01241,1999,8,8,1,Supermercados,55.1,293.65,283.01,347.91,83105.89,102163.77,19057.88,6.2
OC-2000-01242,2000,7,8,32,Industria procesadora,16.2,44.58,265.44,312.81,11833.32,13945.07,2111.75,5.6
OC-2000-01243,2000,1,8,16,Supermercados,167.1,474.45,257.27,322.2,122061.75,152867.79,30806.04,2.7
OC-2000-01244,2000,8,8,26,Industria procesadora,78.7,218.86,280.51,333.16,61392.42,72915.4,11522.98,4.7
OC-2000-01245,2000,8,8,10,Supermercados,145.3,405.03,253.31,295.76,102598.15,119791.67,17193.52,4.5
OC-2000-01246,2000,11,8,19,Supermercados,180.8,487.86,282.55,333.92,137844.84,162906.21,25061.37,7.6
OC-2000-01247,2000,8,8,26,Mercado de exportación,92.4,251.45,264.21,320.89,66435.6,80687.79,14252.19,6.7
OC-2001-01248,2001,3,8,8,Mercado de exportación,93.7,247.68,268.96,338.4,66616.01,83814.91,17198.9,6.0
OC-2001-01249,2001,8,8,2,Supermercados,184.6,479.24,262.13,321.77,125623.18,154205.05,28581.87,7.7
OC-2001-01250,2001,4,8,4,Industria procesadora,170.9,466.92,267.14,330.02,124733.01,154092.94,29359.93,2.9
OC-2001-01251,2001,2,8,14,Industria procesadora,219.2,569.68,281.97,325.47,160632.67,185413.75,24781.08,7.6
OC-2001-01252,2001,8,8,38,Industria procesadora,196.4,504.63,255.5,312.9,128932.96,157898.73,28965.77,8.7
OC-2001-01253,2001,2,8,12,Industria procesadora,147.2,385.31,281.51,336.4,108468.62,129618.28,21149.66,7.0
OC-2002-01254,2002,7,8,37,Industria procesadora,134.4,163.29,373.38,457.32,60969.22,74675.78,13706.56,6.7
OC-2002-01255,2002,11,8,20,Supermercados,60.6,71.94,357.02,418.25,25684.02,30088.9,4404.88,8.8
OC-2002-01256,2002,5,8,11,Mercado de exportación,69.1,83.22,336.21,400.8,27979.4,33354.58,5375.18,7.5
OC-2002-01257,2002,2,8,13,Supermercados,166.8,200.05,330.74,397.27,66164.54,79473.86,13309.32,7.9
OC-2003-01258,2003,2,8,29,Supermercados,37.6,35.56,393.67,469.98,13998.91,16712.49,2713.58,2.7
OC-2003-01259,2003,4,8,31,Supermercados,141.9,126.5,401.37,506.09,50773.3,64020.38,13247.08,8.2
OC-2003-01260,2003,1,8,3,Industria procesadora,77.9,72.53,372.24,451.95,26998.57,32779.93,5781.36,4.1
OC-2004-01261,2004,2,8,12,Supermercados,39.9,94.83,260.81,324.92,24732.61,30812.16,6079.55,7.8
OC-2004-01262,2004,11,8,24,Industria procesadora,128.4,318.65,273.62,342.11,87189.01,109013.35,21824.34,3.6
OC-2004-01263,2004,5,8,5,Mayoristas locales,215.8,515.41,287.85,331.47,148360.77,170842.95,22482.18,7.3
OC-2004-01264,2004,6,8,15,Industria procesadora,180.2,435.31,286.62,354.47,124768.55,154304.34,29535.79,6.2
OC-2004-01265,2004,2,8,29,Supermercados,92.8,223.05,280.43,347.68,62549.91,77550.02,15000.11,6.7
OC-2005-01266,2005,10,8,11,Industria procesadora,154.5,431.91,265.4,312.03,114628.91,134768.88,20139.97,8.8
OC-2005-01267,2005,3,8,3,Mercado de exportación,170.1,496.52,289.76,347.46,143871.64,172520.84,28649.2,4.8
OC-2005-01268,2005,8,8,22,Mayoristas locales,61.9,181.48,260.79,324.38,47328.17,58868.48,11540.31,4.3
OC-2005-01269,2005,9,8,38,Industria procesadora,158.0,446.52,259.3,313.07,115782.64,139792.02,24009.38,7.8
OC-2005-01270,2005,9,8,36,Supermercados,138.0,387.0,255.42,314.79,98847.54,121823.73,22976.19,8.5
OC-2005-01271,2005,9,8,14,Industria procesadora,215.8,605.31,258.76,316.07,156630.02,191320.33,34690.31,8.5
OC-2006-01272,2006,3,8,21,Mercado de exportación,162.1,290.02,277.75,340.42,80553.05,98728.61,18175.56,4.6
OC-2006-01273,2006,4,8,18,Supermercados,93.0,170.64,267.61,313.98,45664.97,53577.55,7912.58,2.1
OC-2006-01274,2006,10,8,35,Mayoristas locales,185.3,321.72,273.17,342.6,87884.25,110221.27,22337.02,7.4
OC-2006-01275,2006,10,8,10,Industria procesadora,200.1,346.11,287.09,334.12,99364.72,115642.27,16277.55,7.7
OC-2006-01276,2006,7,8,16,Industria procesadora,144.6,251.06,271.24,315.92,68097.51,79314.88,11217.37,7.4
OC-2006-01277,2006,12,8,8,Supermercados,59.1,107.29,283.35,353.04,30400.62,37877.66,7477.04,3.2
OC-2007-01278,2007,4,8,6,Supermercados,37.0,66.45,295.28,355.19,19621.36,23602.38,3981.02,4.6
OC-2007-01279,2007,9,8,8,Supermercados,192.6,338.17,292.54,349.23,98928.25,118099.11,19170.86,6.7
OC-2007-01280,2007,10,8,9,Supermercados,100.9,173.62,272.96,321.17,47391.32,55761.54,8370.22,8.6
OC-2007-01281,2007,8,8,1,Mercado de exportación,136.2,245.06,280.06,330.49,68631.5,80989.88,12358.38,4.4
OC-2007-01282,2007,10,8,8,Mercado de exportación,104.4,187.78,275.77,346.39,51784.09,65045.11,13261.02,4.4
OC-2008-01283,2008,9,8,37,Mercado de exportación,93.0,192.37,280.51,343.63,53961.71,66104.1,12142.39,2.6
OC-2008-01284,2008,12,8,7,Supermercados,97.5,193.37,271.18,326.16,52438.08,63069.56,10631.48,6.6
OC-2008-01285,2008,6,8,40,Mayoristas locales,32.1,64.69,263.54,315.19,17048.4,20389.64,3341.24,5.3
OC-2008-01286,2008,5,8,8,Mayoristas locales,55.7,113.72,255.69,317.35,29077.07,36089.04,7011.97,3.9
OC-2008-01287,2008,5,8,5,Mayoristas locales,115.8,225.22,260.53,312.85,58676.57,70460.08,11783.51,8.5
OC-2009-01288,2009,7,8,19,Mayoristas locales,165.4,299.31,277.15,323.41,82953.77,96799.85,13846.08,4.5
OC-2009-01289,2009,11,8,14,Industria procesadora,171.5,300.35,274.69,328.94,82503.14,98797.13,16293.99,7.5
OC-2009-01290,2009,10,8,20,Supermercados,56.6,101.18,281.89,349.68,28521.63,35380.62,6858.99,5.7
OC-2009-01291,2009,11,8,8,Supermercados,160.3,295.68,264.34,320.46,78160.05,94753.61,16593.56,2.6
OC-2010-01292,2010,2,8,24,Industria procesadora,172.8,299.81,260.65,307.31,78145.48,92134.61,13989.13,7.7
OC-2010-01293,2010,9,8,17,Mercado de exportación,208.1,358.13,267.48,328.23,95792.61,117549.01,21756.4,8.4
OC-2010-01294,2010,10,8,20,Industria procesadora,206.2,364.07,285.73,337.57,104025.72,122899.11,18873.39,6.1
OC-2011-01295,2011,9,8,20,Supermercados,58.5,105.86,280.08,324.6,29649.27,34362.16,4712.89,5.2
OC-2011-01296,2011,12,8,34,Supermercados,143.9,253.61,259.86,324.39,65903.09,82268.55,16365.46,7.6
OC-2011-01297,2011,4,8,39,Industria procesadora,133.3,237.64,271.6,320.02,64543.02,76049.55,11506.53,6.5
OC-2011-01298,2011,2,8,16,Industria procesadora,119.1,212.5,284.02,349.49,60354.25,74266.62,13912.37,6.4
OC-2011-01299,2011,6,8,37,Supermercados,128.7,239.37,287.43,357.77,68802.12,85639.4,16837.28,2.4
OC-2011-01300,2011,4,8,21,Mayoristas locales,130.4,240.08,266.08,315.49,63880.49,75742.84,11862.35,3.5
OC-2012-01301,2012,10,8,19,Supermercados,172.4,309.2,266.11,321.56,82281.21,99426.35,17145.14,8.3
OC-2012-01302,2012,12,8,5,Supermercados,181.9,340.56,270.23,340.68,92029.53,116021.98,23992.45,4.3
OC-2012-01303,2012,12,8,36,Industria procesadora,55.7,103.52,285.61,335.14,29566.35,34693.69,5127.34,4.9
OC-2012-01304,2012,3,8,27,Supermercados,20.7,39.43,289.75,344.68,11424.84,13590.73,2165.89,2.8
OC-2013-01305,2013,3,8,40,Industria procesadora,219.5,401.29,277.51,328.01,111361.99,131627.13,20265.14,4.2
OC-2013-01306,2013,2,8,33,Supermercados,218.3,388.16,278.96,337.87,108281.11,131147.62,22866.51,6.9
OC-2013-01307,2013,10,8,37,Industria procesadora,218.6,380.96,260.88,322.25,99384.84,122764.36,23379.52,8.7
OC-2013-01308,2013,1,8,11,Industria procesadora,50.0,90.01,257.53,300.89,23180.28,27083.11,3902.83,5.7
OC-2014-01309,2014,12,8,40,Supermercados,36.9,62.7,284.4,330.97,17831.88,20751.82,2919.94,6.5
OC-2014-01310,2014,4,8,20,Industria procesadora,68.4,117.45,270.74,315.36,31798.41,37039.03,5240.62,5.5
OC-2014-01311,2014,4,8,4,Supermercados,168.7,299.95,291.04,337.35,87297.45,101188.13,13890.68,2.1
OC-2014-01312,2014,12,8,31,Industria procesadora,170.9,302.82,278.43,336.87,84314.17,102010.97,17696.8,2.5
OC-2014-01313,2014,11,8,38,Industria procesadora,160.4,285.11,293.81,342.31,83768.17,97596.0,13827.83,2.2
OC-2014-01314,2014,6,8,26,Industria procesadora,133.1,229.02,299.47,366.72,68584.62,83986.21,15401.59,5.3
OC-2014-01315,2014,6,8,27,Supermercados,36.4,60.94,275.85,333.65,16810.3,20332.63,3522.33,7.9
OC-2015-01316,2015,6,8,24,Industria procesadora,184.0,313.0,291.61,366.53,91273.93,114723.89,23449.96,6.4
OC-2015-01317,2015,6,8,6,Industria procesadora,70.7,120.82,300.28,347.44,36279.83,41977.7,5697.87,5.9
OC-2015-01318,2015,3,8,30,Industria procesadora,87.6,151.18,291.87,341.68,44124.91,51655.18,7530.27,5.1
OC-2015-01319,2015,6,8,12,Industria procesadora,197.7,342.55,294.93,361.0,101028.27,123660.55,22632.28,4.6
OC-2015-01320,2015,1,8,35,Industria procesadora,59.3,98.82,269.05,330.61,26587.52,32670.88,6083.36,8.3
OC-2016-01321,2016,11,8,29,Industria procesadora,162.9,296.06,259.31,319.73,76771.32,94659.26,17887.94,5.9
OC-2016-01322,2016,10,8,4,Supermercados,176.4,312.22,272.18,316.68,84980.04,98873.83,13893.79,8.3
OC-2016-01323,2016,8,8,24,Supermercados,98.9,186.25,267.55,316.45,49831.19,58938.81,9107.62,2.4
OC-2016-01324,2016,10,8,18,Industria procesadora,161.2,299.64,257.73,296.74,77226.22,88915.17,11688.95,3.7
OC-2016-01325,2016,7,8,37,Supermercados,176.7,317.63,276.65,336.64,87872.34,106926.96,19054.62,6.9
OC-2017-01326,2017,1,8,7,Supermercados,219.7,399.15,258.74,315.96,103276.07,126115.43,22839.36,6.5
OC-2017-01327,2017,9,8,21,Supermercados,51.2,91.6,258.11,318.46,23642.88,29170.94,5528.06,7.9
OC-2017-01328,2017,1,8,10,Industria procesadora,45.3,82.55,275.5,328.02,22742.52,27078.05,4335.53,6.3
OC-2017-01329,2017,1,8,22,Supermercados,98.6,175.81,276.36,318.59,48586.85,56011.31,7424.46,8.3
OC-2018-01330,2018,4,8,15,Mayoristas locales,42.8,79.05,257.44,298.89,20350.63,23627.25,3276.62,6.7
OC-2018-01331,2018,4,8,27,Industria procesadora,151.3,285.79,288.66,359.18,82496.14,102650.05,20153.91,4.6
OC-2018-01332,2018,12,8,16,Mayoristas locales,127.0,239.26,281.86,323.8,67437.82,77472.39,10034.57,4.8
OC-2018-01333,2018,9,8,13,Mercado de exportación,85.5,163.14,283.48,350.64,46246.93,57203.41,10956.48,3.6
OC-2018-01334,2018,6,8,34,Mercado de exportación,26.2,47.53,265.46,305.22,12617.31,14507.11,1889.8,8.3
OC-2018-01335,2018,9,8,19,Supermercados,217.0,398.35,267.97,323.57,106745.85,128894.11,22148.26,7.2
OC-2018-01336,2018,1,8,6,Supermercados,102.7,189.99,267.16,324.83,50757.73,61714.45,10956.72,6.5
OC-2019-01337,2019,4,8,2,Supermercados,64.8,124.31,287.93,343.34,35792.58,42680.6,6888.02,6.3
OC-2019-01338,2019,11,8,10,Industria procesadora,88.2,170.23,277.32,322.58,47208.18,54912.79,7704.61,5.8
OC-2019-01339,2019,10,8,38,Mercado de exportación,163.3,315.6,277.62,323.51,87616.87,102099.76,14482.89,5.6
OC-2019-01340,2019,10,8,17,Mayoristas locales,90.5,172.26,265.53,324.73,45740.2,55937.99,10197.79,7.0
OC-2019-01341,2019,1,8,38,Mercado de exportación,67.6,130.52,264.88,331.4,34572.14,43254.33,8682.19,5.7
OC-2019-01342,2019,5,8,38,Supermercados,64.4,124.57,278.28,342.43,34665.34,42656.51,7991.17,5.5
OC-2019-01343,2019,4,8,19,Industria procesadora,148.1,287.93,288.45,357.71,83053.41,102995.44,19942.03,5.0
OC-2020-01344,2020,8,8,12,Mayoristas locales,205.2,378.13,274.7,344.98,103872.31,130447.29,26574.98,7.4
OC-2020-01345,2020,8,8,18,Industria procesadora,58.1,107.19,275.96,345.07,29580.15,36988.05,7407.9,7.3
OC-2020-01346,2020,11,8,35,Mayoristas locales,48.7,89.79,256.23,318.37,23006.89,28586.44,5579.55,7.3
OC-2021-01347,2021,6,8,38,Supermercados,194.6,371.54,290.47,353.29,107921.22,131261.37,23340.15,4.8
OC-2021-01348,2021,5,8,34,Supermercados,76.5,142.85,256.37,306.5,36622.45,43783.52,7161.07,6.8
OC-2021-01349,2021,2,8,15,Industria procesadora,98.5,191.92,262.08,330.22,50298.39,63375.82,13077.43,2.8
OC-2022-01350,2022,8,8,37,Mercado de exportación,102.3,201.33,278.53,339.6,56076.44,68371.67,12295.23,2.2
OC-2022-01351,2022,12,8,17,Industria procesadora,24.8,47.05,285.13,331.28,13415.37,15586.72,2171.35,5.9
OC-2022-01352,2022,12,8,24,Mayoristas locales,128.7,249.77,279.4,328.15,69785.74,81962.03,12176.29,3.6
OC-2022-01353,2022,12,8,4,Industria procesadora,129.2,238.31,257.99,302.6,61481.6,72112.61,10631.01,8.4
OC-2022-01354,2022,4,8,34,Industria procesadora,96.5,181.85,256.58,303.63,46659.07,55215.12,8556.05,6.4
OC-2022-01355,2022,8,8,21,Supermercados,156.4,297.89,283.09,345.58,84329.68,102944.83,18615.15,5.4
OC-2023-01356,2023,3,8,40,Industria procesadora,53.2,98.79,257.11,315.21,25399.9,31139.6,5739.7,7.3
OC-2023-01357,2023,2,8,1,Mayoristas locales,165.3,320.83,266.29,314.74,85433.82,100978.03,15544.21,3.1
OC-2023-01358,2023,10,8,17,Industria procesadora,147.4,283.69,286.1,342.0,81163.71,97021.98,15858.27,3.9
OC-2023-01359,2023,6,8,33,Industria procesadora,112.9,206.67,260.37,298.67,53810.67,61726.13,7915.46,8.6
OC-2023-01360,2023,4,8,10,Mayoristas locales,74.7,145.92,274.05,341.97,39989.38,49900.26,9910.88,2.4
OC-2023-01361,2023,4,8,25,Mayoristas locales,215.5,419.87,280.25,350.48,117668.57,147156.04,29487.47,2.7
OC-1990-01362,1990,11,9,8,Industria procesadora,201.6,149.01,284.21,313.86,42350.13,46768.28,4418.15,7.2
OC-1990-01363,1990,7,9,34,Supermercados,167.9,122.44,288.38,336.12,35309.25,41154.53,5845.28,8.5
